isbn_a,isbn_b,pearson,num_common_users
439064864,451162072,0.7522401530641362,3
439064864,446612790,0.7400847469708713,3
440224675,684874350,0.733485132640974,3
441003257,671042858,-0.49999999999999983,4
684848783,786868716,0.38572994205937683,5
044022165,345417623,0.22259891301235218,3
1558743669,312195516,0.769584475798323,3
385720106,60976845,0.048266522040587546,4
60930535,671510053,0.9503219852304624,5
385335881,679746048,0.36835147292364145,6
316601950,345387651,0.8476687016598274,3
60930535,671038184,0.0006574335625748898,11
60934417,671880187,0.8719183221384362,3
312971346,439136350,-0.44523394781737197,3
345370805,446394521,0.6428635611065774,3
440215625,60915544,0.9999128421818172,3
1400034779,440226430,0.20110779353237465,3
038542017,452282152,-0.3984150941305818,4
446310786,679429220,0.6984033368352511,4
440226104,590353403,-0.36413385821438926,3
043935806,553250426,0.8190149580777835,3
440211727,679746048,0.880966524630272,3
312278586,440206154,0.07636263220332089,4
439136369,452282152,0.15086631305455445,3
380789019,590660543,0.536860169566746,3
345416260,842329129,0.13203263435876209,4
038529929,805062971,0.3726797496120896,3
043935806,64407667,0.31278924149491466,14
044021145,60392452,0.14484079260572064,5
385730586,671510053,0.756986792964369,3
451167317,553564528,0.9989411704306334,3
671003755,671027360,-0.43563975069239286,6
044021145,1558743669,0.5776525372132479,3
312990456,671003755,0.5605352156516547,3
345313860,375700757,0.91019224730253,3
440211727,553265741,0.9302556389029156,4
080410753,60930535,0.6962458532046067,3
142001740,440211727,0.6618876516832394,4
345339711,439136369,0.6285393610547082,3
312990456,60938455,0.1926353338672184,3
316666343,425174484,0.9696725113923897,3
312950586,553250531,-0.13315676534976675,3
316601950,316776963,0.8568604082643766,5
425163407,446606383,-0.44336260229287866,4
316693006,446525502,-0.2926463791254547,3
312983824,60976845,-0.28292220097302306,3
375707972,446310786,0.2055566129482595,5
449911004,671038184,0.9243292921227422,3
068484267,440206154,0.8363661379076782,4
375727345,786817070,0.03867304958510481,3
067976402,452282152,0.6999015607581704,9
345416260,375705856,-0.960538936119762,3
067976402,743237188,0.19104819648820276,8
440226104,446605239,-0.16823562734509645,5
312976275,440234743,0.028043607695153544,8
345348036,345361792,-0.30717130454987257,3
345361792,60987103,0.9245053100771501,8
440225701,786868716,-0.0458398012621857,4
044023722,679734775,-0.2656693343326787,3
316601950,60928336,0.7394728180835396,9
140293248,316781266,0.8545400987915054,3
142000205,316569321,0.6132952236740515,8
1558744150,743418174,-0.29232224605903745,4
1558744150,60976845,-0.9238956589810632,3
375703055,60928336,-0.37221424302648387,3
452282152,60976845,-0.017894951343704307,5
440224764,670892963,0.7985176765176053,3
006019491,375727345,-0.4971003543432042,3
006101351,842329129,-0.34671370465692797,3
014028009,080213825,-0.5825970643599395,3
039592720,044023722,0.5102397719693361,4
042518630,553569910,0.2442850104352818,3
042518630,446604801,0.3721903670148516,3
044023722,553265741,0.9675554536732048,3
044023722,439136369,0.005504779884715355,3
051513287,312305060,0.8379387545091542,3
067102535,743439740,0.05983121770277074,4
140067477,316666343,-0.2863760988991761,4
140298479,439064864,-0.3046211930442693,5
312274920,316666343,0.26246617861996,8
312278586,670892963,0.7439325322282209,3
312282990,316666343,-0.15046342150435071,6
316666343,64407667,0.10639881861870197,10
316776963,439139597,0.025021624661677833,4
345313860,385490445,0.8516298795253863,3
375702709,743237188,-0.4461414279877166,6
375726403,804111359,0.24454079616106375,3
380718332,671004573,0.7052327689536945,4
385335482,743418174,0.38965374072781406,16
385504209,684196387,-0.3284714956993965,3
425182878,446612790,0.17152070004226824,5
446600474,446612790,0.7152147990008925,3
446612790,553578693,0.6587309366390787,5
446672211,671888587,0.6952674330717494,5
038533334,316569321,0.6978921257926992,3
140244824,671021001,0.16498992381582028,5
375700757,385337639,0.18899906122498292,3
553250531,60915544,-0.28160722967903035,3
440219078,446606812,-0.7013731760610856,3
142001740,312976275,0.24096712388385527,5
312195516,345370775,0.043636131112706054,8
312305060,60930535,0.30505768541877837,8
345417623,446606812,-0.932490701962563,4
451167317,743424425,0.6171630068386298,5
385492081,671027360,0.9999972992954538,3
446610399,671027360,-0.8919855435096965,4
345384466,451524934,-0.145659020010741,4
671868691,671868713,0.8469161459299605,4
375727345,64401847,-0.8768744959697392,3
316769487,440206154,0.1908452773523985,6
043935806,385497466,-0.7578722125116267,4
440211727,446364800,0.31655647182072655,4
345384466,60392452,0.26362381248985817,4
316601950,743439740,-0.9923861338018191,3
345370775,385492081,0.5798643456356627,5
439064864,618002235,-0.18104083473722535,4
044021145,64471047,0.8861577627167619,3
440211727,449212602,-0.023486982493436954,5
316601950,684848783,0.649494738370982,6
439136350,451167317,0.7129793756681063,5
038533334,375705856,0.6887001861328034,5
312195516,679746048,0.714775786238305,8
60987103,679746048,0.6336502618801356,7
312282990,60929790,-0.5422378666715614,3
038572179,380977788,0.7249165374138736,3
60928336,60976845,0.3631561576032005,19
380732688,671004573,0.41468779228404257,3
014100018,044021145,-0.5571659686144813,4
038531258,316666343,0.3355906240215107,5
044023722,440226430,0.8343071065304688,8
055321313,385720106,-0.9027150822465472,3
067976402,446612790,0.8272622296175712,4
067976402,312983824,-0.3933857261886919,4
140067477,394800133,0.9266387010778776,3
156027321,375702709,0.4945959548687998,4
312195516,553578693,0.2699929916939962,3
312243022,671003755,0.2228935304844697,4
312305060,64407667,-0.6733708112120304,5
316168815,446605239,0.5611761157686734,4
316693006,842329129,0.9307976230250586,3
345313860,345335465,0.15470019832552567,5
375400117,60977477,-0.9610707192641733,3
380018179,385505833,0.3155024803719312,3
380710218,743206045,-0.7840538081124948,3
439064864,553296981,0.4645219070607831,6
439064872,836217632,-0.37400505419064634,3
446520802,515127833,-0.5021565103153746,3
452264464,671038184,0.17190793193991308,4
553572997,743439740,-0.9256044521909695,3
671003755,671038184,0.878986972666681,4
373484224,515090379,0.9946501728615156,3
044022165,61009059,-0.19089136858981684,3
140244824,60930535,0.03244346148324186,7
345387651,385504209,-0.051990838397242146,4
451524934,765341972,0.13906766004023208,3
553250426,553250531,0.8685564502710137,17
312195516,451167317,0.45832918902708286,3
380813815,684874350,0.514929920159353,3
380815923,385504209,0.04261970581059223,4
385508417,446531332,0.08166932255793842,3
446605239,804114986,-0.3766522099230966,3
515130923,553583441,-0.10056905690281345,4
1400034779,399146431,0.07435826753519263,3
312278586,60392452,0.36401788166230487,3
345391802,451169530,-0.41859585521924053,3
316666343,449149676,0.48985077277771255,3
316769487,441569595,0.6447114171606176,3
385497466,804114986,0.7352226916629295,3
043935806,441172695,0.6818340953299784,3
446310786,805063897,-0.4895251521574546,3
440211727,671027360,0.04705390909656233,3
151008116,1558744150,-0.7187062734825491,3
380789035,64471047,-0.6197450053262863,3
375726403,385504209,0.35334024866360964,13
312243022,61093092,0.8963388998718194,3
140293248,679746048,0.531229851938012,7
312195516,385335482,0.6671824316118322,5
380778556,60987103,0.18616662665539016,5
385335881,451526341,0.42431219879417603,4
316789089,449212602,-0.2770337523841603,3
044023722,449006344,-0.8951337718350867,3
067976402,375703055,0.7374565153337528,5
140067477,316602906,-0.5291502622129182,3
140293248,684872153,0.1861660825633552,5
151008116,440226430,0.8376863841050717,3
1558744150,375727345,-0.33115636779876473,6
156027321,312983824,0.30797651044035484,3
312976275,312995423,-0.8086477426169776,3
312978383,842329129,-0.23352873453867123,5
316096199,316569321,0.9834741030386779,3
316603287,439064864,0.9969872582877041,3
316693200,385335482,0.26033371608337125,4
316776963,60188731,-0.41655355091781127,3
345346971,385504209,0.4556343017426584,3
345361792,60929790,0.27240890912663074,3
345370775,786890436,0.38203015405757945,3
345370805,671510053,-0.8739304469154082,3
345378490,671793489,-0.13501794056200536,3
375726403,804114986,0.6102960318280048,5
385472951,399146431,0.6301887377720186,3
385504209,515128554,0.41981833582936623,3
439136369,446525537,0.7531419304613431,3
439139597,439404371,0.7329072260093585,4
440514428,446610399,-0.021377238380851052,3
452264464,684872153,-0.5101685612221942,4
373484224,515128554,0.8419939651262364,9
142001740,786868716,0.3049318421692803,14
044022165,380730138,0.17436633816586708,3
316666343,60976845,-0.002180628216049457,14
345424719,804114986,0.9465459579185024,3
440226430,804106304,-0.7601637969947695,3
375727345,452282152,0.15612801373190782,8
451167317,618002235,0.817878123891811,3
316666343,375719180,0.8328317035199522,3
345370775,451169530,0.4829934905447324,5
345417623,64407667,-0.597081579389314,3
375702709,671003755,0.34169752945110493,4
394800133,439136369,0.22182527098076607,4
1558743669,156027321,-0.03204431256356932,4
671004565,671867156,0.9766244823564244,3
385510438,743418190,0.6949859918501534,3
043935806,452282152,0.3523096188436048,7
043935806,385511612,0.6651970353730462,6
043935806,385424728,-0.6756614395547554,4
042518630,373484100,0.942295698410596,3
373484100,399147128,0.9745803967897925,4
345424719,385504209,-0.8303039432586782,3
051512317,373484100,0.6264755018649865,4
044990928,316776963,0.9294057419880849,3
080411868,684848783,0.44600956072479747,3
039592720,553268449,-0.8422634996141565,4
60977477,971880107,-0.3856120681448515,3
312995423,375727345,0.8247423082867011,3
375727345,786885688,0.15827139265059964,6
425182878,446527785,-0.6642425373190448,3
345348036,345370775,-0.07081236325596284,5
380778556,684872153,-0.778185005436543,4
316781266,60987103,0.14485977116533444,5
380973650,385504209,-0.3823557145311746,5
014025448,446612790,0.5850612164678615,3
014028009,345378490,0.2761091419748542,4
039592720,767903579,0.03032030778817192,3
044021145,446612545,0.824107841781411,4
067101420,316603287,0.5394971571523626,3
140293248,446605239,-0.012885010449482225,7
156027321,385335881,-0.8697789033657339,5
312976275,385505833,-0.521205428514862,6
316603287,446612790,0.394688545601558,4
316666343,743222229,0.02846911619500164,3
316776963,452277337,0.3782039356329389,3
345313860,441569595,0.7904460174641701,5
345370775,440224624,0.46571275995307626,6
375703055,440211263,0.730409495891712,4
380710218,590353403,0.7605551143453912,3
385335482,394820371,0.9309980160249774,3
385505833,553572997,-0.4720945223703004,4
385505833,440219078,-0.11795356492391781,3
385720106,440215625,0.3194043869188113,4
439064864,439404371,0.42868152263944953,3
446672211,842329129,0.6836902425865613,4
451526341,553572997,-0.5449497639166105,3
553582747,743237188,0.7130653837622425,3
684872153,804111359,0.3450206112026751,3
051512317,515090379,0.9291208949507214,3
038533334,375727345,0.5619627854890958,6
142001740,60930535,-0.4451798574102082,9
316769487,743237188,-0.25478479511367375,7
312278586,679746048,0.10523874710768295,5
345387651,439064864,0.803490194729545,3
380759497,671042858,-8.816779660907049e-17,3
044023722,60976845,0.43432933259808043,6
140293248,60976845,-0.5460059460503042,4
316781266,345443284,-0.458716477567934,4
316666343,345370805,0.758695791187305,5
375727345,743474325,0.13160046736380546,3
385335881,743206045,0.8986724846206758,3
446604801,446605239,-0.050779328771557324,3
446672211,66211611,-0.05511005159871504,3
786868716,971880107,0.27931309723574616,4
446605239,451191153,-0.39543359591616095,3
380977788,786890436,0.24399729804342063,3
312422156,60934417,0.859200511120658,3
375707972,440206154,0.9309771857215391,3
142001740,345370805,0.5225414788063764,4
380789019,804106304,0.875696873791994,3
140003180,140293248,-0.5662987308742485,4
440234743,671867113,0.32084951208526397,4
60934417,679734775,0.5138518980042879,5
679429220,786817070,0.3390776598934801,3
440206154,451167317,0.5323418050924299,4
051512317,553272837,0.6425765647265769,5
399501487,671021001,-0.34280196664380475,4
316666343,670892963,0.5659568664841298,8
316776963,385420161,0.6184559456740293,3
440226430,70212570,-0.1347852764957194,7
316666343,375705856,-0.11846415282693105,10
316569321,786885688,0.5605628025585233,5
006000438,142001740,-0.6883676890368472,3
014029628,068484267,-0.3813403373712111,5
038533334,312195516,0.7021972540042101,5
067976402,670869902,0.7286963114295734,3
068484267,446527785,-0.5538682517541258,4
1400034779,679429220,-0.31369274388405216,4
316779423,446672211,-0.41779917981725606,3
446527793,446605239,0.45442211818693035,5
312976275,316096199,-0.38582513340953545,4
385335881,804106304,0.32247132704666226,3
345350499,553572997,0.9586235619613116,3
345384350,440224764,0.6282471295314379,3
014025448,60928336,0.7183654888360549,3
014025448,044021145,-0.3693738484078406,6
038531258,394820371,0.7005022547176839,4
044023722,345361792,0.7624696250797716,3
140077022,971880107,-0.3702608096533956,3
140256369,345361792,-0.4406638678179773,3
140293248,345441133,-0.012815000168012049,3
1558744150,684874350,-0.749210454237935,3
312195516,446600474,0.8466487815452375,3
312195516,399146431,0.7537561631582183,7
312282990,446612790,-0.94455268192445,4
312978383,671510053,-0.16142112500795563,5
316781266,385504209,0.009255067401213072,3
375702709,971880107,0.41180118369765734,6
380718332,439064872,-0.4569376517952942,3
394800133,804114986,0.6669796410356591,3
440224675,765341972,-0.7612630567919276,4
449006344,743237188,-0.42137159040637073,3
451526341,684833395,0.6425634456864864,4
553572997,60502258,0.8386140970672252,5
440224764,743439740,-0.2155306967077188,5
316769487,345313860,0.7734687574800301,8
385504209,451191153,0.18513812051221887,4
385721420,743418174,0.467328587003121,5
345313860,517556278,-0.4123936896418726,3
375707972,452282152,0.03302595574465453,5
380789035,553569058,-0.8306602977923506,3
375700757,449911004,0.006401480193350613,3
312422156,399501487,0.4380259183620978,3
316735027,385504209,0.9101497596348629,3
345417623,679746048,0.14877394755915047,3
014028009,440206154,-0.23111658079994213,4
446606812,553250531,-0.671577515113725,3
193156146,609608444,-0.13865544418605172,3
380789035,743418174,0.5015736626960826,5
385492081,60934417,0.728319026789919,4
399501487,804111359,0.3237810062592384,3
373484224,515127833,0.8736559043192227,4
014028009,080411868,0.5766277851630074,3
034538184,345313860,0.2125976013810934,3
425163407,425182908,0.7529302647630196,3
312971346,385504209,0.8480181038946933,3
380789035,451524934,0.6580892889862204,3
439136369,671021001,0.6949166527532117,3
067976402,373484224,0.8459638042122865,3
014028009,449911004,-0.3451031116018099,3
080410753,1400034779,0.8304005402210175,4
446672211,60987103,0.3915671160038136,6
449911004,60928336,-0.5693635470670014,5
1558531025,60987103,0.12804667286530788,5
014100018,804114986,-0.3095923451005347,4
439064872,684874350,-0.0034043557018703964,4
316601950,60930535,0.5138679907549536,14
014028009,399146431,0.7292084241976129,3
014029628,440215625,0.5896612255648422,3
014131088,385335881,0.02522543819931018,3
039592720,671510053,-0.6049958752814572,4
042511774,767902521,0.6535150195872109,3
042518630,671525743,0.9990461229328558,5
044023722,425182878,0.5958250764380715,3
055356160,449911004,0.8321501541194044,3
055356451,446364193,0.5491242262585718,3
142000205,446364193,-0.2362951256080923,5
312195516,446606383,0.7621597825147309,4
312278586,345465083,0.9058744628729162,3
316602906,385511612,-0.3993327168615341,5
316666343,671027344,-0.0334291007342587,3
316693200,316781266,-0.6270616769860273,4
316776963,440226104,-0.10547743654996301,4
316789089,425163407,0.9926858794983815,3
345361792,385472951,-0.1937272513447863,3
345378490,684874350,-0.11157039159317357,3
345378490,441003257,-0.9206923582851392,4
345378490,385472951,0.911026602496745,4
345422392,743211383,0.7631392597959937,3
375400117,375726403,0.817796019868916,4
375727345,684874350,-0.40479784322731194,5
380018179,671888587,0.3677999712087025,4
380789019,971880107,-0.7402390904489684,3
385505833,385511612,0.16764841179890425,5
394800133,446360589,0.749226140730364,3
439064864,671042858,0.035761152643215284,5
446605239,671525743,0.3141901758070748,3
446605239,670892963,0.604894501284242,4
553572997,671028375,-0.5147756521829775,3
671028375,842329129,0.7361289697527057,3
671042858,971880107,0.8470136855524993,3
038529929,345384466,0.4717958903236074,4
142000663,451524934,0.9429794697137661,3
440226430,679746048,0.9079890676708908,3
679746048,743237188,0.8276196397956125,3
60502258,60976845,0.6313268644742878,6
156027321,60915544,-0.2511180104944086,3
142001740,671038184,0.22941573387056213,3
452264464,517556278,-0.3952369516281951,3
142001740,345361792,-0.4981997732534016,6
671673688,671793489,0.8961329918032434,3
449006522,842329129,-0.6052000516810856,3
316735027,449005615,-0.6406111783686146,3
375705856,684874350,0.7573529972633741,3
375705856,385509456,-0.6417770903231825,3
439139597,451155750,0.5062590110363242,3
345361792,380730138,0.33766054313921945,4
385314744,679746048,0.5122278584319955,3
038529929,441003257,-0.9271726499455306,3
316601950,449907481,0.5882178966144672,3
156027321,316769487,0.7293130850724293,5
044022165,671003755,0.41055153248047666,5
316569321,804106304,0.5036284324226513,3
080411868,345402871,-0.6251795816994272,3
425163407,671023616,-0.8717415073282274,3
553564528,553583468,0.9452526501454784,3
316603287,385505833,0.2401365059625919,5
316666343,345339711,-0.1415758135643602,5
316769487,316969443,0.3508020100641718,3
385493800,64407667,-0.32589401575372545,4
440226430,671004573,0.5863084990101284,6
684872153,786868716,-0.361207030785305,4
446606812,804106304,-0.3272526381612978,4
345361792,380778556,0.8654659774979047,4
006000438,316569321,-0.6118035990905721,3
553572997,60976845,0.2848025122127785,6
449212602,786868716,0.3518540149798905,7
014028009,380018179,0.34958804982049574,4
038542017,553280589,-0.40884689775600924,4
044021145,618002227,0.6091988441031568,3
044023722,743439740,0.21219163327587298,3
055356160,385511612,-0.10521754355745144,4
067976402,345417623,0.9659666528268719,3
140067477,786868716,0.5808689558311179,3
151008116,446523569,0.5799144508767805,3
1573229571,375726403,-0.46523658874799034,3
312195516,385336772,0.6294871284940838,3
312195516,312995423,-0.9255298826347622,3
312278586,446611867,0.12054736195340023,3
312278586,440211263,-0.31435807564149465,4
316693200,446612790,-0.7586989404447663,3
316781266,767902521,-0.532700475347244,3
345370775,804111359,-0.5704063958627922,5
345370775,61009059,0.3414831418863137,7
345370775,385335482,-0.13424498831334744,3
345370775,380718332,-0.9356619941076427,3
345370775,345378490,-0.07660190474590711,11
345465083,767902521,0.0438669754764214,3
345465083,385496095,-0.743679059173147,3
375702709,60987103,0.3237372351251959,7
375726403,439064872,0.9474379988438907,3
375726403,385508417,-0.8664917318048478,4
425182878,553582135,-0.21679027392353112,4
439064872,70212570,0.059009767822069,4
440224675,440226104,0.8794654020538052,4
440225701,553583441,0.5060767506511685,3
440226430,590353403,0.534081481984198,8
446523569,671510053,0.918513352793615,3
449212602,70212570,-0.2900209467136986,3
553572997,64407667,0.7461729417357332,4
590353403,786885688,0.08353143859668302,3
60938455,671003755,-0.07448082822217592,9
679734775,70212570,-0.6416586598924919,3
038529929,385497466,0.7737708592795669,3
1573228737,312195516,0.4531849210544983,3
380710218,452282152,-0.34871207764387835,4
446394521,671021001,0.35385465002023986,5
345417623,425182878,0.8260013112533221,4
375703055,449911004,-0.23420786366096993,3
425182878,451186648,-0.6835289604229617,3
671003755,671793489,0.2724553207112092,4
345465083,671027360,0.48295593442458146,3
316569321,375700757,0.3331009320281798,4
380710218,440206154,0.5912626057846564,6
375707972,449907481,-0.7421991030680959,3
590457225,590484753,0.6546536707079772,5
140185216,60928336,0.8298633784984116,3
316781266,60930535,0.8079277430943758,4
345370775,60934700,0.11102547633067417,3
140067477,671021001,0.30539195913557243,3
449212602,679746048,0.7119680515329683,3
451167317,743211383,0.4154017639483007,6
312971346,446612545,-0.1940341940598847,3
385504209,399501487,-0.047577068932508584,6
014028009,671510053,0.5561102643573456,7
345361792,345424719,-0.1914887613864294,6
375705856,60987103,0.4565540094169344,5
316569321,380813815,-0.8921503759235159,3
316569321,375727345,0.21945106459338173,10
380789035,60392452,-0.4630802182824832,6
140298479,60502258,0.2565612453590387,6
312195516,804106304,0.05353816323607005,12
670892963,786868716,0.5649427583148366,3
044023722,312243022,0.4315568359954773,5
044021145,60915544,0.2722858701459237,8
014028009,044021145,-0.33708417556694664,7
014100018,385496095,-0.02771680990485235,3
044021145,767902521,0.2615212350733156,4
055321313,316096199,-0.41348377629561267,3
067976402,316789089,0.03126537392807923,4
142000205,60502258,0.8933124994548856,6
155874262,515127833,0.9695303672592871,4
316666343,553571656,0.03331697715555137,4
316693200,515134368,0.7065701827759079,3
316693200,345313860,0.6166250821921467,5
345384466,743211383,0.011900093526251465,4
345384466,440224675,0.9813824963047411,4
375702709,380789019,-0.013172915543975485,3
385335482,64407667,-0.8868755565538853,3
440221595,60502258,0.1089047635214646,5
446364193,684874350,-0.29822501925373973,3
451169530,765341972,-0.08672356115367559,4
451523415,743225406,0.3955500402453379,3
553273914,671038184,0.813335328004563,3
385720106,440211727,0.967123432263126,3
034543014,439064864,-0.4832028010424187,3
345387651,671021001,-0.2534231834837246,6
312305060,375705856,-0.4492113899438491,3
142001740,451166892,0.8380844130880785,4
1558743669,439064864,-0.49999020161882385,3
142001740,380718332,0.2487608750853463,4
345370775,399501487,0.7371798609521223,10
440206154,446606812,0.9466801203602159,5
312422156,743418174,0.8629991945944782,3
312422156,316777730,-0.09014120270335868,3
345378490,446610399,0.6276485887293493,3
394820371,70212570,-0.9643323720706396,3
60188731,60938455,-0.8117077033708016,3
767902521,786868716,0.7959158032058092,4
345443284,452282152,-0.7196149880481619,7
373218400,553272837,0.8587425997751049,3
553582747,671027360,0.8430408744566322,3
140067477,140230165,0.6930003465002595,9
425163407,446605484,0.7339340418667804,4
385730586,446605239,0.30911109865823894,4
440224624,60928336,0.44922306534293405,3
312990456,440225701,-0.47994705114807346,4
051512317,399147128,0.9989179132852358,3
441569595,671027360,0.09373970597299637,3
316789089,385504209,0.30287088705365295,6
316969443,679442790,0.4829132716677801,3
385504209,670892963,-0.43542303436471985,6
446525502,446525537,0.4303483223548874,5
345370805,446672211,-0.4021161443978562,7
440206154,684872153,0.7013941419201096,4
140293248,316569321,-0.6607008969904966,3
006101351,375727345,-0.28433162524629657,3
014028009,553572997,0.75363263132941,4
014100018,375726403,-0.8035343192052788,3
044021145,743439740,-0.5209159389492946,4
044023722,804114986,-0.19454161082206925,5
067976402,440514428,0.7920809797698473,4
140293248,70212570,0.7178440321496481,6
151008116,671510053,-0.4190417207377521,4
151008116,399146431,0.4116563484964629,3
156027321,679735909,0.7934241379385464,4
156027321,449212602,-0.0010873416815695921,4
1573229571,385335482,0.04067264514958422,4
312195516,440219078,-0.43950603513167813,5
316569321,446610399,0.45336203822683196,3
316693200,385493800,0.46848718573204,5
316776963,446520802,-0.5619466279284965,3
345370805,439139597,0.7188546851608784,3
345384466,451162072,0.3717626204737426,3
375707972,441003257,-0.0885422004151433,4
385472951,440225701,0.8085351701697278,4
385508042,440226430,-0.7608309402444113,3
394820371,804114986,-0.12280701754385988,3
425142485,671793489,0.8433317507863471,4
425182878,671525743,0.12019818414515047,3
440226430,446527785,0.5200873002902895,5
446520802,743418174,0.5750914055451207,3
446531332,671003755,-0.009110997319702864,3
451523415,70212570,-0.828483608282545,3
64407667,70212570,0.8427275550859339,4
345387651,375726403,0.9369080176067593,3
380018179,380778556,0.9669589320044295,3
375700757,60502258,-0.24079734323247012,3
156027321,60930187,-0.7568187472589342,3
1878424319,316666343,-0.24018583928509182,9
316776963,743237188,0.4687440408086263,3
316969443,743418174,0.6628489803598705,4
345370775,380789019,0.40442822079367124,4
385505833,842342702,-0.507670713301766,3
440225701,743460529,0.11291767044773923,6
553296981,590353403,0.9446873879977468,5
345350499,375727345,0.7533631139156195,3
60976845,60987103,-0.003218537461318297,6
316569321,345350499,0.7919727335770123,4
316601950,446605239,0.47808627455990454,10
316603287,553583468,0.9286353938008247,4
446672211,553250531,0.3535667259633631,6
043935806,553572997,0.8618656292073466,5
446601241,671027360,0.5013148439603468,3
61009059,671027360,-0.04052009702865297,3
151008116,316735027,0.9094675423833212,3
044022165,312971346,0.5977548699880175,3
312282990,446310786,0.7893370379638587,3
316603287,446605484,-0.6813289754141993,3
385511612,451167317,0.8551617650487252,3
042511774,60976845,0.30972374208963793,3
452282152,786885688,0.40309214894201,3
60085444,786868716,-0.42743171553238507,4
1400034779,60934417,0.27283222693266734,8
385335482,446672211,0.30059116144624987,11
452282152,60987103,-0.038095502185139754,9
014029628,380820447,-0.02118381081008138,3
345361792,684872153,-0.39596671100413605,6
142000205,380730138,0.968289530471784,5
042518630,055356451,0.9407992063596501,4
140293248,316096199,0.21932914950124624,7
151008116,609605925,-0.6168178134362404,3
1558531025,971880107,0.6570130993181699,3
1558744150,786868716,0.7322778399397578,4
312305060,439064864,-0.3892856948110129,4
316666343,671525743,-0.8317964999395401,4
